Band,Album,Genres,Score
Toxik Attack,Assassinos em Série Review,"Speed Metal, Thrash Metal",1.5
Barshasketh,Barshasketh Review,Black Metal,1.5
Defecal of Gerbe,Mothershit Review,Grind,1.5
A Pale Horse Named Death,When the World Becomes Undone Review,"Doom Metal, Gothic Metal",1.5
Nekrofilth,Worm Ritual Review,"Death Metal, Punk",1.5
Ice War,Manifest Destiny Review,Heavy Metal,1.5
Organic,Carved in Flesh Review,Death Metal,1.5
Methedras,The Ventriloquist Review,"Death Metal, Groove Metal, Thrash Metal",1.5
Six Foot Six,The Six Foot Six Project Review,Heavy Metal,1.5
Atlas,Primitive Review,Metalcore,1.5
Vuohi,Witchcraft Warfare Review,"Black Metal, Death Metal",1.5
Hank Von Hell,Egomania Review,Glam Metal,1.5
Once,After Earth Review,Symphonic Metal,1.5
Dark Sarah,The Golden Moth Review,Symphonic Metal,1.5
Road Warrior,Power Review,"Heavy Metal, Retro Metal",1.5
Gaia,Aerial Review,"Metalcore, Progressive Metal",1.5
Ethernity,The Human Race Extinction Review,"Power Metal, Progressive Metal",1.5
Wrestling,Ride on Freaks Review,Heavy Metal,1.5
Diabolic Force,Praise of Satan Review,"Black Metal, Thrash Metal",1.5
Eunomia,The Chronicles of Eunomia Part I Review,Power Metal,1.5
Tunjum,Deidades del Inframundo Review,Death Metal,1.5
Soul Attrition,Vashon Rain Review,Alt-Metal,1.5
The Loudest Silence,Aesthetic Illusion Review,Symphonic Metal,1.5
Kormak,Faerenus Review,Folk Metal,1.5
Eversin,Armageddon Genesi Review,"Death Metal, Hardcore, Thrash Metal",1.5
Aeternitas,Tales of the Grotesque Review,Symphonic Metal,1.5
Al Ard,Al Ard Review,"Black Metal, Industrial Metal",1.5
Coldbound,The Gale Review,Melodic Death Metal,1.5
Monsterworks,Scale and Probability Review,"Death Metal, Doom Metal, Heavy Metal, Progressive Metal",1.5
Lusca,Broken Colossus Review,"Drone, Industrial Metal, Noise, Sludge",1.5
Varmia,W Ciele Nie Review,"Black Metal, Folk Metal",1.5
Estate,Mirrorland Review,Power Metal,1.5
Daze of June,Heart of Silver Review,Metalcore,1.5
Cave Bastard,The Bleak Shall Devour the Earth Review,"Death Metal, Doom Metal",1.5
Axel Rudi Pell,Knight’s Call Review,"Hard Rock, Heavy Metal",1.5
Krosis,Solem Vatem Review,Deathcore,1.5
Ilsa,Corpse Fortress Review,"Death Doom, Death Metal, Doom Metal",1.5
Provocator,"Satan, Chaos, Blood and Terror Review",Black Metal,1.5
Necrosexual,Grim 1 Review,"Black Metal, Thrash Metal",1.5
Marriage + Cancer,Marriage + Cancer Review,"Noise Metal, Post-Metal",1.5
Legend of the Seagullmen,Legend of the Seagullmen Review,"Alternative Metal, Progressive Metal, Progressive Rock",1.5
Chasing Ghosts,These Hollow Gods Review,"Hard Rock, Rock",1.5
Genocide Pact,Order of Torment Review,Death Metal,1.5
Death on Fire,Witch Hunter Review,Melodic Death Metal,1.5
Philip H Anselmo & The Illegals,Choosing Mental Illness as a Virtue Review,"Death Metal, Sludge",1.5
Machine Head,Catharsis Review,"Groove Metal, Nu Metal",1.5
Rapture,Paroxysm of Hatred Review,Death Metal,1.5
Trono Além Morte,O Olhar Atento de Escuridão Review,Black Metal,1.5
Deconstructing Sequence,Cosmic Progression: An Agonizing Journey Through Oddities of Space Review,"Black Metal, Death Metal, Progressive Metal",1.5
Cruentator,Ain’t War Hell? Review,Thrash Metal,1.5
Mistheria,Gemini Review,Progressive Metal,1.5
Iperyt,The Patchwork Gehinnom Review,"Black Metal, Death Metal, Industrial Metal",1.5
Operation: Mindcrime,A New Reality Review,"Progressive Metal, Progressive Rock",1.5
Loch Vostok,Strife Review,"Melodic Death Metal, Progressive Metal",1.5
Eternal Flight,Retrofuture Review,Power Metal,1.5
Dark Waters End,Submersion Review,"Death Metal, Metalcore, Progressive Metal",1.5
Autograph,Get Off Your Ass Review,"Glam Metal, Hair Metal, Hard Rock",1.5
Worm,Evocation of the Black Marsh Review,Black Metal,1.5
Folk Metal Jacket,Eulogy for the Gentle Fools Review,Folk Metal,1.5
Force Majeure,The Rise of Starlit Fires Review,Power Metal,1.5
Darkfall,At the End of Times Review,Melodic Death Metal,1.5
Hands of Orlac / The Wandering Midget Split Review,,"Doom Metal, Stoner Metal",1.5
Biesy,Noc Lekkich Obyczajów Review,"Black Metal, Blackened Death Metal, Death Metal",1.5
Mist of Misery,Shackles of Life Review,"Black Metal, Symphonic Metal",1.5
Leprous,Malina Review,Progressive Metal,1.5
Rabid Bitch of the North,Nothing but a Bitter Taste Review,"Heavy Metal, NWOBHM",1.5
Doom Side of the Moon,Doom Side of the Moon Review,Doom Metal,1.5
Tchornobog,Tchornobog Review,"Black Metal, Death Metal, Doom Metal",1.5
Hexenklad,Spirit of the Stone Review,"Black Metal, Folk Metal",1.5
Heaven in Her Arms,White Halo Review,"Hardcore, Progressive Metal",1.5
Valor,Arrogance: The Fall Review,Power Metal,1.5
Space Witch,Arcanum Review,"Doom Metal, Stoner Metal",1.5
Rapheumets Well,Enders Door Review,"Symphonic Metal, Technical Death Metal",1.5
Adrenaline Mob,We the People Review,"Groove Metal, Nu Metal",1.5
Echotime,Side Review,Progressive Metal,1.5
Cursus,Cursus Review,"Doom Metal, Sludge Metal",1.5
Kenoma,The Tides Will Prevail Review,"Doom Metal, Instrumental Metal, Sludge Metal",1.5
Nightrage,The Venomous Review,"Death Metal, Melodic Death Metal",1.5
Of the Sun,Before a Human Path Review,"Groove Metal, Mathcore, Nu Metal, Progressive Metal",1.5
Digir Gidim,I Thought There Was The Sun Awaiting My Awakening Review,Black Metal,1.5
Antropofagus,Methods of Resurrection through Evisceration Review,Death Metal,1.5
Raise the Black,Portrait Review,"Doom Metal, Melodic Death Metal",1.5
Hymn,Perish Review,Doom Metal,1.5
Weltesser,Crestfallen Review,,1.5
Condenados,The Tree of Death Review,Doom Metal,1.5
OvO,Creatura Review,"Drone, Noise",1.5
Aphyxion,Aftermath Review,"Deathcore, Melodic Death Metal, Metalcore",1.5
Thy Shade,The Last Goodbye Review,Symphonic Metal,1.5
Master of Cruelty,Archaic Visions of the Underworld,"Black Metal, Death Metal",1.5
Defiant,Time Isn’t Healing Review,Power Metal,1.5
Initiated,World on Fire Review,Heavy Metal,1.5
Soulburn,Earthless Pagan Spirit Review,"Black Metal, Death Metal, Doom Metal",1.5
Enbound,The Blackened Heart Review,"Melodic Metal, Power Metal",1.5
A Province of Thay,Atonement Review,"Doom Metal, Gothic Metal, Post-Metal",1.5
The Answer,Solas Review,Hard Rock,1.5
Uburen,Fra Doden Fodes Liv review,"Black Metal, Viking Metal",1.5
Queen Elephantine,Kala Review,"Ambient Metal, Doom Metal, Post-Metal, Progressive Metal, Progressive Rock",1.5
Throneum,Morbid Death Tales Review,"Black Metal, Death Metal",1.5
An Autumn for Crippled Children,Eternal Review,Black Metal,1.5
Re-Armed,The Era of Precarity Review,"Death Metal, Groove Metal, Thrash Metal",1.5
Yeti on Horseback,The Great Dying Review,Doom Metal,1.5
Operation: Mindcrime,Resurrection Review,,1.5
Cryfemal,D6s6nt6rro Review,Black Metal,1.5
Gloryful,End of the Night Review,Heavy Metal,1.5
Psalm Zero,Stranger to Violence Review,Progressive Metal,1.5
Neige et Noirceur,Les Tenebres Modernes Review,Black Metal,1.5
The Foreshadowing,Seven Heads Ten Horns Review,"Doom Metal, Gothic Metal",1.5
Endless,"The Truth, the Chaos, the Insanity Review",Power Metal,1.5
Atlantis Chronicles,Barton’s Odyssey Review,"Deathcore, Melodic Death Metal, Technical Death Metal",1.5
Crimson Moonlight,Divine Darkness Review,"Black Metal, Death Metal",1.5
Collision,Satanic Surgery Review,Hardcore,1.5
Hemelbestormer,Aether Review,"Instrumental Metal, Post-Metal",1.5
Villainy,Villainy II: Dim Review,"Black Metal, Doom Metal, Progressive Metal",1.5
Cirith Gorgor,Visions of Exalted Lucifer Review,Black Metal,1.5
Product of Hate,Buried in Violence Review,"Groove Metal, Metalcore",1.5
Percussor,Disturbing Reality Review,Death Metal,1.5
Shotgun Justice,State Of Desolation Review,Heavy Metal,1.5
Burn the Mankind,To Beyond Review,Death Metal,1.5
Blackosh,"Whores, Booze & Black Metal Review",Black Metal,1.5
Housebreaking,Against All Odds Review,"Death Metal, Groove Metal, Nu Metal",1.5
Morbid Slaughter,A Filthy Orgy of Horror and Death Review,"Black Metal, Speed Metal, Thrash Metal",1.5
Slayer,Repentless Review,Thrash Metal,1.5
Mike Tramp,Nomad Review,Hard Rock,1.5
Rivers of Nihil,Monarchy Review,"Death Metal, Progressive Metal",1.5
Antropofago,Æra Dementiæ Review,"Death Metal, Technical Death Metal",1.5
Barbatos,Straight Metal War Review,,1.5
Dysentery,Fragments Review,"Death Metal, Slam",1.5
Abyssion,Luonnon Harmonia Ja Vihreä Liekki Review,"Black Metal, Crust Punk",1.5
We Butter the Bread With Butter,Wieder Geil! Review,"Electronica, Metalcore",1.5
Eschaton,Sentinel Apocalypse Review,Death Metal,1.5
Vargnatt,Grausammler Review,,1.5
Chabtan,The Kiss of Coaticue Review,"Deathcore, Metalcore",1.5
Brave the Waters,Chapter 1 – Dawn of Days EP Review,Not Metal,1.5
Sirenia,The Seventh Life Path Review,,1.5
Xul,Extinction Necromance Review,"Black Metal, Death Metal",1.5
Incinerate,Eradicating Terrestrial Species Review,Death Metal,1.5
Deivos,Theodicy Review,Death Metal,1.5
Midnight Sin,Sex First Review,"Glam Metal, Hair Metal",1.5
Woodtemple,Forgotten Pride Review,Black Metal,1.5
In Flames,Siren Charms Review,Melodic Death Metal,1.5
Insense,De:Evolution Review,Metalcore,1.5
Savn,Savn Review,,1.5
Neige Morte,Bicephaale Review,Black Metal,1.5
The Unguided,Fragile Immortality Review,Melodic Death Metal,1.5
Lustre,Wonder Review,Black Metal,1.5
Megadeth,Super Collider Review,Heavy Metal,1.5
Heartless,Certain Death Review,,1.5
Kaledon,Altor: The King’s Blacksmith Review,"Heavy Metal, Power Metal",1.5
Amaranthe,The Nexus Review,,1.5
A Transylvanian Funeral,Gorgos Goetia Review,,1.5
Yayla,Nihaihayat Review,Black Metal,1.5
Ill Niño,Epidemia Review,,1.5
Harpyie,Blindflug Review,Folk Metal,1.5
Mercury Tide,Killing Saw Review,,1.5
Dyscarnate,And So It Came to Pass Review,"Death Metal, Hardcore",1.5
Morbid Angel,Illud Divinum Insanus Review,Death Metal,1.5
Insense,Burn in Beautiful Fire Review,Metalcore,1.5
The Haunted,Unseen Review,"Metalcore, Thrash Metal",1.5
Rabbits,Lower Forms Review,"Hardcore, Punk, Sludge",1.5
Lazarus A.D.,Black Rivers Flow Review,"Metalcore, Thrash Metal",1.5
Shadows’ Grey,Bonjour Tristesse Review,"Doom Metal, Gothic Metal",1.5
And Hell Followed With,Proprioception Review,Deathcore,1.5
Royal Jester,Night is Young Review,Power Metal,1.5
Anima,Enter the Killzone Review,Deathcore,1.5
Barn Burner,Bangers Review,,1.5
Abhorrent Expanse,Enter the Misanthropocene Review,"Ambient Metal, Death Metal, Noise",1.0
Tommy Concrete,Unrelapsed Review,Hardcore,1.0
Oscillotron,Oblivion Review,"Doom Metal, Drone, Noise",1.0
Corpsefucking Art,Tomatized Review,Death Metal,1.0
Mushroomhead,Call the Devil Review,"Hard Rock, Industrial Metal, Nu Metal, Symphonic Metal",1.0
Frostbite Orckings,The Orcish Eclipse Review,Power Metal,1.0
Megaton Leviathan,Magick Helmet Review,"Doom Metal, Noise, Psychedelic Rock",1.0
A Hill to Die Upon,The Black Nativity Review,"Black Metal, Hard Rock",1.0
Silent Tiger,Twist of Fate Review,Hair Metal,1.0
Of Virtue,Omen Review,"Djent, Hard Rock, Metalcore, Nu Metal, Post-Hardcore",1.0
Blight House,Blight the Way Review,"Death Doom, Death Metal, Doom Metal",1.0
A Cherdmas Carol: Brojob,"A Very Deathcore Christmas, Archeopteryx – A Very Blackened Christmas, and One Hell of a Christmas – Horrific Holiday Music for the Jaded Masses, Vol 1 Reviews","Black Metal, Deathcore, Heavy Metal",1.0
Bad Baron,Ace of Hearts Review,,1.0
Ceremonial Worship,Seven Gateways to Eternal Misanthropy Review,Black Metal,1.0
Timōrātus,My Life In a Made Metal Band Review,"Death Metal, Deathcore",1.0
GUINEAPIG,Parasite Review,"Death Metal, Groove Metal",1.0
The Last Ten Seconds of Life,The Last Ten Seconds of Life Review,"Deathcore, Nu Metal",1.0
Ember Sun,On Earth and Heaven Review,Funeral Doom,1.0
Irae,Dangerovs Magick Zpells from the Mesziah of Death Review,Black Metal,1.0
Conquerors,Stormbringer Review,Black Metal,1.0
Eggvn,La Era de la Bestia Review,"Black Metal, Electronic, Electronic Metal, Industrial Metal",1.0
Akiavel,Væ Victis Review,Melodic Death Metal,1.0
Fragmentum,Masters of Perplexity Review,Melodic Death Metal,1.0
Everture,Emerge Review,"Heavy Metal, Melodic Death Metal, Metalcore, Post-Hardcore, Power Metal, Progressive Metal, Rock",1.0
Utbyrd,Varskrik Review,"Black Metal, Symphonic Metal",1.0
Harmonize,Warrior in the Night Review,"Heavy Metal, Power Metal",1.0
Six Feet Under,Nightmares of the Decomposed Review,Death Metal,1.0
Idiot Robot,Idiot Robot Review,Alternative Metal,1.0
The Projectionist,Under the Cruel Glow of Terror Review,"Black Metal, Doom Metal, Noise, Thrash Metal",1.0
Draconis,Anthems for an Eternal Battle Review,"Death Metal, Melodic Death Metal",1.0
Thunderslave,Unchain the Night Review,"Heavy Metal, Speed Metal",1.0
Maelstrom,Of Gods and Men Review,"Power Metal, Progressive Metal, Thrash Metal",1.0
Asgard,Ragnarøkkr Review,"Folk Metal, Progressive Metal",1.0
Ancient Burial,Beyond the Watchtowers Review,Black Metal,1.0
Fallen Arise,Enigma Review,Symphonic Metal,1.0
Warped Cross,Rumbling Chapel Review,"Doom Metal, Hard Rock",1.0
T.O.M.B.,Thin the Veil Review,"Atmospheric Black Metal, Black Metal, Electronic Metal, Noise",1.0
Detraktor,Grinder Review,"Groove Metal, Thrash Metal",1.0
Ghost:Hello,Sound of Color in Space Review,"Psychedelic Rock, Stoner Rock",1.0
Mithridatic,Tetanos Mystique Review,Death Metal,1.0
EdgeOverEdge,EdgeOverEdge Review,"Hard Rock, Nu Metal",1.0
Bound in Fear,The Hand of Violence Review,Deathcore,1.0
Vomit Angel,Imprint of Extinction Review,"Black Metal, Death Metal",1.0
Brocelian,Guardians of Brocéliande Review,Symphonic Metal,1.0
Deiphago,"I, the Devil Review",Blackened Death Metal,1.0
Zaum,Divination Review,Doom Metal,1.0
The Machinist,Confidimus in Morte Review,Deathcore,1.0
Athanasia,The Order of the Silver Compass Review,"Hard Rock, Metalcore, Nu Metal",1.0
Fallujah,Undying Light Review,Technical Death Metal,1.0
Their Throats Are Open Tombs,Of Psalms and Snakes Review,Noise,1.0
The Three Tremors,The Three Tremors Review,Heavy Metal,1.0
Witchthroat Serpent,Swallow the Venom Review,"Doom Metal, Stoner Metal, Stoner Rock",1.0
A Hero for the World,Winter Is Here: A Holiday Rock Opera Pt. 2 Review,Power Metal,1.0
Septagon,Apocalyptic Rhymes Review,Thrash Metal,1.0
Dark Ocean Society,Hymns for the Last Man Review,"Progressive Metal, Stoner Metal",1.0
Lascar,Wildlife Review,Black Metal,1.0
Mycelia,Apex Review,"Djent, Metalcore, Nu Metal, Progressive Metal",1.0
Cryonic Temple,Deliverance Review,Power Metal,1.0
Pyreficativm,संसार का पथ Review,"Ambient Metal, Black Metal",1.0
Stormland,Songs of Future Wars Review,"Death Metal, Deathcore, Thrash Metal",1.0
Pentarium,Zwischenwelt Review,Melodic Death Metal,1.0
Synapse Misfire,Losing the War Against the Sands of Time Review,"Black Metal, Thrash Metal",1.0
We Have the Moon,Till the Morning Comes Review,"Electronica, Metalcore",1.0
Nate Bohnet,Therapeutic Destruction Review,Metalcore,1.0
Hyvmine,Earthquake Review,Progressive Metal,1.0
Warrior Soul,Back on the Lash Review,"Hair Metal, Hard Rock, Heavy Metal",1.0
Lustre,Still Innocence Review,Black Metal,1.0
Vital Breath,Angels of Light Review,"Alt-Metal, Hard Rock",1.0
Cripper,Follow Me: Kill! Review,"Death Metal, Djent, Thrash Metal",1.0
Tales of Gaia,Hypernova Review,Power Metal,1.0
Vesicant,Shadows of Cleansing Iron Review,"Death Metal, Doom Metal",1.0
A Hero for the World,"West to East, Pt 1: Frontier Vigilante Review",Power Metal,1.0
Perpetual Rage,Empress of the Cold Stars Review,Heavy Metal,1.0
Mastercastle,Wine of Heaven Review,"Neo-Classical Metal, Power Metal",1.0
Tehom,The Merciless Light Review,"Black Metal, Death Metal",1.0
Dusius,Memory of a Man Review,"Folk Metal, Melodic Death Metal, Viking Metal",1.0
Saille,Gnosis Review,Black Metal,1.0
Six Feet Under,Torment Review,Death Metal,1.0
Aborym,Shifting.negative Review,"Alternative Metal, Industrial Metal",1.0
Akoma,Revangels Review,Symphonic Metal,1.0
Turbo Shokk,Get Radical Review,Hair Metal,1.0
Light and Shade,The Essence of Everything Review,"Power Metal, Progressive Metal, Symphonic Metal",1.0
Green Bastard,Pyre Review,"Doom Metal, Stoner Metal",1.0
Starkill,Shadow Sleep Review,Melodic Death Metal,1.0
The Chronicles of Israfel,"A Trillion Lights, Tome II Review",Progressive Metal,1.0
Aum,Om Ah Hum Vajra Guru Padma Siddhi Hum Review,"Black Metal, Death Metal",1.0
X-Method,"Sex, Alcohol, Rebel Music Review","Death Metal, Thrash Metal",1.0
Jinjer,King of Everything Review,"Groove Metal, Metalcore, Nu Metal",1.0
The Glorious Rebellion,Euphoric Review,"Noise Rock, Sludge Metal",1.0
Suspiral,Delve into the Mysteries of Transcendence Review,"Black Metal, Death Metal",1.0
Temple of Gnosis,De Secretis Naturae Alchymica Review,"Black Metal, Doom Metal",1.0
Instigator,Bad Future EP Review,"Black Metal, Heavy Metal",1.0
Abysmal Lord,Disciples of the Inferno Review,"Black Metal, Blackened Death Metal, Death Metal",1.0
Blëed,The Hatred Inside Review,"Djent, Metalcore, Thrash Metal",1.0
Bloodtruth,Obedience Review,Death Metal,1.0
Kaiserreich,Cuore Nero Review,"Black Metal, Post-Metal",1.0
Operation: Mindcrime,The Key Review,Hard Rock,1.0
Moon,Render of the Veils Review,"Black Metal, Space Metal",1.0
Deiphago,Into the Eye of Satan Review,"Black Metal, Death Metal",1.0
I Am the Trireme,Gnosis: Never Follow the Light Review,"Black Metal, Metalcore",1.0
Hypothermia,Svartkonst Review,Black Metal,1.0
Majesty,Generation Steel Review,Heavy Metal,1.0
The Wolf Council,The Wolf Council Review,Stoner Metal,1.0
Subversion,Animi Review,Djent,1.0
Voices of Destiny,Crisis Cult Review,Symphonic Metal,1.0
In Tormentata Quiete,Cromagia Review,Black Metal,1.0
Cemetery Fog,Towards The Gates EP Review,,1.0
Lacuna Coil,Broken Crown Halo Review,Gothic Metal,1.0
Boston,"Life, Love & Hope Review",,1.0
Enbilulugugal,Noizemongers for Goatserpent Review,Black Metal,1.0
Savage Annihilation,"Cannibalisme, Hérésie et autres Sauvageries Review",Grind,1.0
Denial Fiend,Horror Holocaust Review,Death Metal,1.0
Morbid Angel,Illud Divinum Insanus Review,Death Metal,1.0
Against the Flood,Against the Flood Review,"Deathcore, Metalcore",1.0
The Acacia Strain,Wormwood Review,Deathcore,1.0
Fimbulthier,Arise Review,Viking Metal,1.0
In This Moment,A Star-Crossed Wasteland Review,"Cock Rock, Metalcore",1.0
Sonic Syndicate,Rebellion EP Review,,1.0
Warpriest,Gloombreaker Review,Doom Metal,0.5
Jeris Johnson,Dragonborn Review,"Deathcore, Electronic, Folk Metal, Hard Rock, Metalcore, Nu Metal, Post-Grunge, Punk, Viking Metal",0.5
Dreamslain,Forge of Rebellion Review,Progressive Metal,0.5
Kapnas,Kapnas Review,"Death Metal, Doom Metal, Nu Metal",0.5
Cursed Excruciation,Arcane Diabolism Review,"Black Metal, Blackened Death Metal",0.5
Minipony,Ajna Review,"Djent, Technical Death Metal",0.5
Sickseed,Goregeous Review,"Black Metal, Deathcore",0.5
Viserion,Natural Selection Review,Black Metal,0.5
These Colors Fade,Contemporary Tragedy Review,Post-Hardcore,0.5
Tragedian,Seven Dimensions Review,Power Metal,0.5
Dismal,Quinta Essentia Review,"Classical, Gothic Metal",0.5
Regardless of Me,Black Flowers Blossom Review,"Melodic Death Metal, Synthwave",0.5
Blut,Hermeneutics Review,"Electronic Metal, Gothic Metal, Progressive Metal, Symphonic Metal",0.5
Ulveblod,Omnia Mors Aequat Review,"Black Metal, Industrial Metal, Noise",0.5
The Krueggers,Hysterical Cold Side and Dark Memories Review,Nu Metal,0.5
Python,Astrological Warfare Review,"Ambient Metal, Heavy Metal, Stoner Metal",0.5
Blacklist-9,"Mentally Ill, Legally Sane Review","Groove Metal, Nu Metal",0.5
